"Indicator Name","What Is This Indicator","Location Type",Location,"Indicator Rate Value","Indicator Rate Value Units","Rate Lower Confidence Interval","Rate Upper Confidence Interval","Indicator Count Value","Indicator Count Value Units","Count Lower Confidence Interval","Count Upper Confidence Interval","Indicator Value Unstable","Period of Measure","Data Source","Technical Note","Breakout Title","Breakout Category","Breakout Subcategory","Breakout Rate Value","Breakout Rate Value Units","Breakout Rate Lower Confidence Interval","Breakout Rate Upper Confidence Interval","Breakout Count Value","Breakout Count Value Units","Breakout Count Lower Confidence Interval","Breakout Count Upper Confidence Interval","Breakout Unstable","Breakout Footer"
"Adults Who Are Obese","This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.","Census Tract",55025011102,23.0,percent,21.6,24.4,,,,,No,2020,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Adults Who Are Obese","This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.","Census Tract",55025011102,30.8,percent,29.5,32.4,,,,,No,2019,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults Who Are Obese","This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.","Census Tract",55025011102,24.1,percent,23.1,25.0,,,,,No,2018,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults Who Are Obese","This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.","Census Tract",55025011200,26.7,percent,22.4,31.5,,,,,No,2021,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Adults Who Are Obese","This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.","Census Tract",55025011200,23.3,percent,22.0,24.5,,,,,No,2020,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Adults Who Are Obese","This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.","Census Tract",55025011200,31.4,percent,30.3,32.5,,,,,No,2019,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults Who Are Obese","This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.","Census Tract",55025011200,24.4,percent,23.4,25.2,,,,,No,2018,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults Who Are Obese","This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.","Census Tract",55025011200,24.9,percent,23.1,26.8,,,,,No,2017,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults Who Are Obese","This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.","Census Tract",55025011200,25.1,percent,23.4,26.9,,,,,No,2016,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults Who Are Obese","This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.","Census Tract",55025011200,25.2,percent,23.3,27.1,,,,,No,2015,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults Who Are Obese","This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.","Census Tract",55025011200,25.4,percent,23.7,27.3,,,,,No,2014,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults Who Are Obese","This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.","Census Tract",55025011301,28.0,percent,23.3,32.9,,,,,No,2021,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Adults Who Are Obese","This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.","Census Tract",55025011301,24.5,percent,22.7,26.3,,,,,No,2020,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Adults Who Are Obese","This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.","Census Tract",55025011301,32.7,percent,30.9,34.5,,,,,No,2019,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults Who Are Obese","This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.","Census Tract",55025011301,25.5,percent,24.2,27.2,,,,,No,2018,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults Who Are Obese","This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.","Census Tract",55025011302,29.0,percent,24.4,34.1,,,,,No,2021,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Adults Who Are Obese","This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.","Census Tract",55025011302,25.4,percent,23.8,26.9,,,,,No,2020,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Adults Who Are Obese","This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.","Census Tract",55025011302,33.7,percent,32.1,35.2,,,,,No,2019,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults Who Are Obese","This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.","Census Tract",55025011302,26.4,percent,24.8,28.2,,,,,No,2018,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults Who Are Obese","This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.","Census Tract",55025011401,26.6,percent,22.2,31.2,,,,,No,2021,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Adults Who Are Obese","This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.","Census Tract",55025011401,23.2,percent,21.9,24.5,,,,,No,2020,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Adults Who Are Obese","This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.","Census Tract",55025011401,31.0,percent,29.6,32.4,,,,,No,2019,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults Who Are Obese","This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.","Census Tract",55025011401,24.1,percent,22.9,25.4,,,,,No,2018,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults Who Are Obese","This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.","Census Tract",55025011401,25.3,percent,23.7,26.9,,,,,No,2017,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults Who Are Obese","This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.","Census Tract",55025011401,25.0,percent,23.5,26.8,,,,,No,2016,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults Who Are Obese","This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.","Census Tract",55025011401,25.2,percent,23.6,26.7,,,,,No,2015,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults Who Are Obese","This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.","Census Tract",55025011401,25.4,percent,23.8,26.7,,,,,No,2014,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults Who Are Obese","This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.","Census Tract",55025011402,26.4,percent,22.2,31.0,,,,,No,2021,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Adults Who Are Obese","This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.","Census Tract",55025011402,23.0,percent,22.1,24.0,,,,,No,2020,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Adults Who Are Obese","This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.","Census Tract",55025011402,30.7,percent,29.7,31.6,,,,,No,2019,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults Who Are Obese","This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.","Census Tract",55025011402,23.4,percent,22.4,24.3,,,,,No,2018,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults Who Are Obese","This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.","Census Tract",55025011402,21.8,percent,20.4,23.3,,,,,No,2017,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults Who Are Obese","This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.","Census Tract",55025011402,22.2,percent,20.6,23.8,,,,,No,2016,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults Who Are Obese","This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.","Census Tract",55025011402,21.9,percent,20.5,23.5,,,,,No,2015,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults Who Are Obese","This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.","Census Tract",55025011402,22.3,percent,20.9,23.7,,,,,No,2014,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults Who Are Obese","This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.","Census Tract",55025011503,28.1,percent,23.7,32.8,,,,,No,2021,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Adults Who Are Obese","This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.","Census Tract",55025011503,24.5,percent,22.8,26.1,,,,,No,2020,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Adults Who Are Obese","This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.","Census Tract",55025011503,32.6,percent,31.3,34.0,,,,,No,2019,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults Who Are Obese","This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.","Census Tract",55025011503,26.2,percent,24.7,27.7,,,,,No,2018,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults Who Are Obese","This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.","Census Tract",55025011504,29.2,percent,24.6,34.4,,,,,No,2021,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Adults Who Are Obese","This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.","Census Tract",55025011504,25.6,percent,24.2,27.0,,,,,No,2020,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Adults Who Are Obese","This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.","Census Tract",55025011504,33.6,percent,32.1,35.3,,,,,No,2019,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults Who Are Obese","This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.","Census Tract",55025011504,27.3,percent,25.7,28.9,,,,,No,2018,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults Who Are Obese","This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.","Census Tract",55025011505,31.6,percent,26.8,37.0,,,,,No,2021,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Adults Who Are Obese","This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.","Census Tract",55025011505,27.9,percent,26.7,29.2,,,,,No,2020,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Adults Who Are Obese","This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.","Census Tract",55025011505,36.3,percent,34.8,37.6,,,,,No,2019,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Adults Who Are Obese","This indicator shows the percentage of adults aged 18 and older who are obese according to the Body Mass Index (BMI). The BMI is calculated by taking a person's weight and dividing it by their height squared in metric units (BMI = Weight (Kg)/[Height (m) ^ 2]). A BMI &gt;=30 is considered obese.","Census Tract",55025011505,29.6,percent,28.4,30.8,,,,,No,2018,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
